identifier,name,num_pts,record_id,status,latitude,longitude,max_wind,min_pressure,datetime
AL171976,GLORIA,35,,HU,29.7,-60.2,65,979,1976-09-29T12:00:00
AL171976,GLORIA,35,,HU,30.2,-60.3,70,973,1976-09-29T18:00:00
AL171976,GLORIA,35,,HU,31.1,-60.2,80,970,1976-09-30T00:00:00
AL171976,GLORIA,35,,HU,32.2,-59.8,85,971,1976-09-30T06:00:00
AL171976,GLORIA,35,,HU,33.1,-58.8,90,977,1976-09-30T12:00:00
AL171976,GLORIA,35,,HU,34.0,-57.5,90,981,1976-09-30T18:00:00
AL171976,GLORIA,35,,HU,34.7,-56.1,90,985,1976-10-01T00:00:00
AL171976,GLORIA,35,,HU,35.3,-54.8,85,988,1976-10-01T06:00:00
AL171976,GLORIA,35,,HU,35.7,-53.7,80,990,1976-10-01T12:00:00
AL171976,GLORIA,35,,HU,36.1,-52.6,75,992,1976-10-01T18:00:00
AL171976,GLORIA,35,,HU,36.4,-51.7,70,993,1976-10-02T00:00:00
AL171976,GLORIA,35,,TS,36.6,-50.8,60,994,1976-10-02T06:00:00
AL171976,GLORIA,35,,TS,36.8,-49.9,60,995,1976-10-02T12:00:00
AL171976,GLORIA,35,,TS,36.9,-49.0,55,996,1976-10-02T18:00:00
AL171976,GLORIA,35,,TS,36.8,-48.3,50,997,1976-10-03T00:00:00
AL171976,GLORIA,35,,TS,36.4,-47.6,45,998,1976-10-03T06:00:00
AL171976,GLORIA,35,,TS,36.2,-46.9,40,999,1976-10-03T12:00:00
AL171976,GLORIA,35,,TS,35.8,-45.8,40,1001,1976-10-03T18:00:00
AL171976,GLORIA,35,,TS,35.7,-44.6,35,1002,1976-10-04T00:00:00
AL171976,GLORIA,35,,TD,36.0,-43.0,30,1003,1976-10-04T06:00:00
AL171976,GLORIA,35,,TD,36.5,-41.4,30,1005,1976-10-04T12:00:00
AL171976,GLORIA,35,,TD,37.4,-38.7,30,1006,1976-10-04T18:00:00
AL171976,GLORIA,35,,EX,39.0,-35.0,30,1008,1976-10-05T00:00:00
AL181976,UNNAMED,9,,TD,12.0,-35.0,20,-999,1976-09-26T12:00:00
AL181976,UNNAMED,9,,TD,12.0,-36.3,25,-999,1976-09-26T18:00:00
AL181976,UNNAMED,9,,TD,12.0,-37.5,25,-999,1976-09-27T00:00:00
AL181976,UNNAMED,9,,TD,12.0,-38.8,30,-999,1976-09-27T06:00:00
AL181976,UNNAMED,9,,TD,12.0,-40.0,30,-999,1976-09-27T12:00:00
AL181976,UNNAMED,9,,TD,12.2,-39.0,30,-999,1976-09-27T18:00:00
AL181976,UNNAMED,9,,TD,12.5,-38.0,30,-999,1976-09-28T00:00:00
AL181976,UNNAMED,9,,TD,12.8,-37.0,25,-999,1976-09-28T06:00:00
AL181976,UNNAMED,9,,TD,13.0,-36.0,20,-999,1976-09-28T12:00:00
AL191976,UNNAMED,37,,TD,15.0,-39.0,20,-999,1976-10-03T12:00:00
AL191976,UNNAMED,37,,TD,15.5,-40.8,25,-999,1976-10-03T18:00:00
AL191976,UNNAMED,37,,TD,16.0,-42.5,25,-999,1976-10-04T00:00:00
AL191976,UNNAMED,37,,TD,16.5,-44.2,25,-999,1976-10-04T06:00:00
AL191976,UNNAMED,37,,TD,17.0,-46.0,30,-999,1976-10-04T12:00:00
AL191976,UNNAMED,37,,TD,17.3,-47.2,30,-999,1976-10-04T18:00:00
AL191976,UNNAMED,37,,TD,17.7,-48.5,30,-999,1976-10-05T00:00:00
AL191976,UNNAMED,37,,TD,18.1,-49.7,30,-999,1976-10-05T06:00:00
AL191976,UNNAMED,37,,TD,18.5,-51.0,30,-999,1976-10-05T12:00:00
AL191976,UNNAMED,37,,TD,17.8,-52.0,25,-999,1976-10-05T18:00:00
AL191976,UNNAMED,37,,TD,17.0,-53.0,25,-999,1976-10-06T00:00:00
AL191976,UNNAMED,37,,TD,16.2,-55.0,25,-999,1976-10-06T06:00:00
AL191976,UNNAMED,37,,TD,15.5,-57.0,25,-999,1976-10-06T12:00:00
AL191976,UNNAMED,37,,TD,14.9,-58.2,25,-999,1976-10-06T18:00:00
AL191976,UNNAMED,37,,TD,14.2,-59.5,25,-999,1976-10-07T00:00:00
AL191976,UNNAMED,37,,TD,13.6,-60.7,25,-999,1976-10-07T06:00:00
AL191976,UNNAMED,37,,TD,13.0,-62.0,25,-999,1976-10-07T12:00:00
AL191976,UNNAMED,37,,TD,13.2,-63.0,25,-999,1976-10-07T18:00:00
AL191976,UNNAMED,37,,TD,13.3,-64.0,25,-999,1976-10-08T00:00:00
AL191976,UNNAMED,37,,TD,13.4,-65.0,25,-999,1976-10-08T06:00:00
AL191976,UNNAMED,37,,TD,13.5,-66.0,30,-999,1976-10-08T12:00:00
AL191976,UNNAMED,37,,TD,13.6,-66.7,30,-999,1976-10-08T18:00:00
AL191976,UNNAMED,37,,TD,13.7,-67.5,30,-999,1976-10-09T00:00:00
AL191976,UNNAMED,37,,TD,13.8,-68.2,30,-999,1976-10-09T06:00:00
AL191976,UNNAMED,37,,TD,14.0,-69.0,30,-999,1976-10-09T12:00:00
AL191976,UNNAMED,37,,TD,14.3,-69.3,30,-999,1976-10-09T18:00:00
AL191976,UNNAMED,37,,TD,14.7,-69.7,30,-999,1976-10-10T00:00:00
AL191976,UNNAMED,37,,TD,15.1,-70.1,30,-999,1976-10-10T06:00:00
AL191976,UNNAMED,37,,TD,15.5,-70.5,30,-999,1976-10-10T12:00:00
AL191976,UNNAMED,37,,TD,15.8,-70.6,30,-999,1976-10-10T18:00:00
AL191976,UNNAMED,37,,TD,16.2,-70.7,30,-999,1976-10-11T00:00:00
AL191976,UNNAMED,37,,TD,16.6,-70.9,25,-999,1976-10-11T06:00:00
AL191976,UNNAMED,37,,TD,17.0,-71.0,25,-999,1976-10-11T12:00:00
AL191976,UNNAMED,37,,TD,17.7,-71.0,25,-999,1976-10-11T18:00:00
AL191976,UNNAMED,37,,TD,18.5,-71.0,25,-999,1976-10-12T00:00:00
AL191976,UNNAMED,37,,TD,19.2,-71.0,-99,-999,1976-10-12T06:00:00
AL191976,UNNAMED,37,,TD,20.0,-71.0,15,-999,1976-10-12T12:00:00
AL201976,UNNAMED,13,,TD,20.0,-46.0,20,-999,1976-10-12T12:00:00
AL201976,UNNAMED,13,,TD,20.5,-46.2,25,-999,1976-10-12T18:00:00
AL201976,UNNAMED,13,,TD,21.0,-46.5,25,-999,1976-10-13T00:00:00
AL201976,UNNAMED,13,,TD,21.5,-46.8,25,-999,1976-10-13T06:00:00
AL201976,UNNAMED,13,,TD,22.0,-47.0,25,-999,1976-10-13T12:00:00
AL201976,UNNAMED,13,,TD,22.7,-47.5,25,-999,1976-10-13T18:00:00
AL201976,UNNAMED,13,,TD,22.5,-48.0,25,-999,1976-10-14T00:00:00
AL201976,UNNAMED,13,,TD,22.7,-48.5,30,-999,1976-10-14T06:00:00
AL201976,UNNAMED,13,,TD,23.0,-49.0,30,-999,1976-10-14T12:00:00
AL201976,UNNAMED,13,,TD,23.7,-48.5,30,-999,1976-10-14T18:00:00
AL201976,UNNAMED,13,,TD,24.5,-48.0,25,-999,1976-10-15T00:00:00
AL201976,UNNAMED,13,,TD,25.2,-47.5,25,-999,1976-10-15T06:00:00
AL201976,UNNAMED,13,,TD,26.0,-47.0,20,-999,1976-10-15T12:00:00
AL211976,HOLLY,26,,TD,19.1,-55.8,25,1006,1976-10-22T18:00:00
AL211976,HOLLY,26,,TD,19.8,-56.4,25,-999,1976-10-23T00:00:00
AL211976,HOLLY,26,,TD,20.9,-56.7,25,-999,1976-10-23T06:00:00
AL211976,HOLLY,26,,TD,22.0,-57.0,25,-999,1976-10-23T12:00:00
AL211976,HOLLY,26,,TS,22.5,-58.0,35,1002,1976-10-23T18:00:00
AL211976,HOLLY,26,,TS,23.3,-58.3,35,-999,1976-10-24T00:00:00
AL211976,HOLLY,26,,TS,24.2,-58.2,45,995,1976-10-24T06:00:00
AL211976,HOLLY,26,,HU,24.9,-58.1,65,990,1976-10-24T12:00:00
AL211976,HOLLY,26,,HU,25.8,-57.8,65,-999,1976-10-24T18:00:00
AL211976,HOLLY,26,,HU,27.2,-57.5,65,995,1976-10-25T00:00:00
AL211976,HOLLY,26,,HU,28.7,-56.7,65,-999,1976-10-25T06:00:00
AL211976,HOLLY,26,,TS,30.4,-55.7,50,1000,1976-10-25T12:00:00
AL211976,HOLLY,26,,TS,31.7,-54.0,50,-999,1976-10-25T18:00:00
AL211976,HOLLY,26,,TS,32.2,-53.0,50,-999,1976-10-26T00:00:00
AL211976,HOLLY,26,,TS,32.3,-52.1,50,-999,1976-10-26T06:00:00
AL211976,HOLLY,26,,TS,32.5,-51.3,40,-999,1976-10-26T12:00:00
AL211976,HOLLY,26,,TS,32.6,-50.3,40,-999,1976-10-26T18:00:00
AL211976,HOLLY,26,,TS,33.2,-50.1,40,-999,1976-10-27T00:00:00
AL211976,HOLLY,26,,TS,33.9,-50.0,40,-999,1976-10-27T06:00:00
AL211976,HOLLY,26,,TS,34.6,-49.5,40,-999,1976-10-27T12:00:00
AL211976,HOLLY,26,,TS,35.6,-48.0,40,-999,1976-10-27T18:00:00
AL211976,HOLLY,26,,TS,37.1,-45.9,40,-999,1976-10-28T00:00:00
AL211976,HOLLY,26,,TS,38.8,-43.5,35,-999,1976-10-28T06:00:00
AL211976,HOLLY,26,,TS,42.1,-39.5,35,-999,1976-10-28T12:00:00
AL211976,HOLLY,26,,EX,44.8,-35.0,35,-999,1976-10-28T18:00:00
AL211976,HOLLY,26,,EX,46.5,-30.0,35,1000,1976-10-29T00:00:00
AL011977,UNNAMED,6,,TD,25.0,-94.5,20,-999,1977-06-13T12:00:00
AL011977,UNNAMED,6,,TD,26.0,-94.8,25,-999,1977-06-13T18:00:00
AL011977,UNNAMED,6,,TD,27.0,-95.2,25,-999,1977-06-14T00:00:00
AL011977,UNNAMED,6,,TD,28.0,-95.6,25,-999,1977-06-14T06:00:00
AL011977,UNNAMED,6,,TD,29.0,-96.0,25,-999,1977-06-14T12:00:00
AL011977,UNNAMED,6,,TD,30.0,-96.4,-99,-999,1977-06-14T18:00:00
AL021977,UNNAMED,6,,TD,25.8,-86.8,20,-999,1977-07-18T06:00:00
AL021977,UNNAMED,6,,TD,27.0,-87.0,25,-999,1977-07-18T12:00:00
AL021977,UNNAMED,6,,TD,28.3,-87.2,30,-999,1977-07-18T18:00:00
AL021977,UNNAMED,6,,TD,29.5,-87.5,30,-999,1977-07-19T00:00:00
AL021977,UNNAMED,6,,TD,30.7,-87.8,25,-999,1977-07-19T06:00:00
AL021977,UNNAMED,6,,TD,32.0,-88.0,-99,-999,1977-07-19T12:00:00
AL031977,UNNAMED,5,,TD,25.5,-84.0,20,-999,1977-07-25T12:00:00
AL031977,UNNAMED,5,,TD,25.4,-84.8,25,-999,1977-07-25T18:00:00
AL031977,UNNAMED,5,,TD,25.3,-85.5,25,-999,1977-07-26T00:00:00
AL031977,UNNAMED,5,,TD,25.1,-86.2,25,-999,1977-07-26T06:00:00
AL031977,UNNAMED,5,,TD,25.0,-87.0,20,-999,1977-07-26T12:00:00
AL041977,UNNAMED,13,,TD,11.5,-17.5,20,-999,1977-08-01T12:00:00
AL041977,UNNAMED,13,,TD,11.5,-19.5,25,-999,1977-08-01T18:00:00
AL041977,UNNAMED,13,,TD,11.5,-21.5,25,-999,1977-08-02T00:00:00
AL041977,UNNAMED,13,,TD,11.5,-23.5,30,-999,1977-08-02T06:00:00
AL041977,UNNAMED,13,,TD,11.5,-25.5,30,-999,1977-08-02T12:00:00
AL041977,UNNAMED,13,,TD,11.6,-27.1,30,-999,1977-08-02T18:00:00
AL041977,UNNAMED,13,,TD,11.7,-28.7,30,-999,1977-08-03T00:00:00
AL041977,UNNAMED,13,,TD,11.8,-30.3,30,-999,1977-08-03T06:00:00
AL041977,UNNAMED,13,,TD,12.0,-32.0,30,-999,1977-08-03T12:00:00
AL041977,UNNAMED,13,,TD,12.4,-33.5,30,-999,1977-08-03T18:00:00
AL041977,UNNAMED,13,,TD,12.8,-35.0,25,-999,1977-08-04T00:00:00
AL041977,UNNAMED,13,,TD,13.2,-36.5,25,-999,1977-08-04T06:00:00
AL041977,UNNAMED,13,,TD,13.5,-38.0,20,-999,1977-08-04T12:00:00
AL051977,ANITA,20,,TD,26.9,-88.4,20,1012,1977-08-29T12:00:00
AL051977,ANITA,20,,TD,27.0,-88.9,25,1010,1977-08-29T18:00:00
AL051977,ANITA,20,,TD,26.9,-89.4,30,1009,1977-08-30T00:00:00
AL051977,ANITA,20,,TS,26.8,-89.8,40,1006,1977-08-30T06:00:00
AL051977,ANITA,20,,TS,26.7,-90.3,50,1003,1977-08-30T12:00:00
AL051977,ANITA,20,,HU,26.5,-90.6,65,997,1977-08-30T18:00:00
AL051977,ANITA,20,,HU,26.4,-91.0,70,991,1977-08-31T00:00:00
AL051977,ANITA,20,,HU,26.3,-91.4,75,988,1977-08-31T06:00:00
AL051977,ANITA,20,,HU,26.2,-91.8,75,986,1977-08-31T12:00:00
AL051977,ANITA,20,,HU,26.1,-92.3,80,985,1977-08-31T18:00:00
AL051977,ANITA,20,,HU,25.9,-92.8,80,979,1977-09-01T00:00:00
AL051977,ANITA,20,,HU,25.8,-93.7,85,972,1977-09-01T06:00:00
AL051977,ANITA,20,,HU,25.5,-94.7,90,963,1977-09-01T12:00:00
AL051977,ANITA,20,,HU,25.2,-95.5,110,945,1977-09-01T18:00:00
AL051977,ANITA,20,,HU,24.6,-96.2,140,931,1977-09-02T00:00:00
AL051977,ANITA,20,,HU,24.2,-97.1,150,926,1977-09-02T06:00:00
AL051977,ANITA,20,,HU,23.7,-98.0,120,940,1977-09-02T12:00:00
AL051977,ANITA,20,,HU,23.1,-99.2,70,978,1977-09-02T18:00:00
AL051977,ANITA,20,,TS,22.5,-101.0,40,998,1977-09-03T00:00:00
AL051977,ANITA,20,,TD,22.0,-103.0,25,1011,1977-09-03T06:00:00
AL061977,BABE,24,,SD,26.8,-86.3,25,1007,1977-09-03T06:00:00
AL061977,BABE,24,,SD,27.4,-87.3,30,-999,1977-09-03T12:00:00
AL061977,BABE,24,,SS,27.6,-88.5,35,1005,1977-09-03T18:00:00
AL061977,BABE,24,,SS,27.4,-89.7,35,-999,1977-09-04T00:00:00
AL061977,BABE,24,,SS,26.6,-90.5,40,-999,1977-09-04T06:00:00
AL061977,BABE,24,,SS,26.8,-91.7,45,1003,1977-09-04T12:00:00
AL061977,BABE,24,,TS,27.5,-91.7,50,1000,1977-09-04T18:00:00
AL061977,BABE,24,,TS,28.0,-91.6,60,-999,1977-09-05T00:00:00
AL061977,BABE,24,,HU,28.7,-91.4,65,995,1977-09-05T06:00:00
AL061977,BABE,24,,HU,29.5,-91.2,65,-999,1977-09-05T12:00:00
AL061977,BABE,24,,TS,29.8,-91.6,50,1000,1977-09-05T18:00:00
AL061977,BABE,24,,TD,30.2,-91.3,30,-999,1977-09-06T00:00:00
AL061977,BABE,24,,TD,30.6,-90.7,30,-999,1977-09-06T06:00:00
AL061977,BABE,24,,TD,31.1,-90.0,30,-999,1977-09-06T12:00:00
AL061977,BABE,24,,TD,31.7,-89.4,25,1004,1977-09-06T18:00:00
AL061977,BABE,24,,TD,32.4,-88.8,25,-999,1977-09-07T00:00:00
AL061977,BABE,24,,TD,33.2,-88.0,25,-999,1977-09-07T06:00:00
AL061977,BABE,24,,TD,33.8,-87.1,25,1008,1977-09-07T12:00:00
AL061977,BABE,24,,TD,34.3,-85.8,25,-999,1977-09-07T18:00:00
AL061977,BABE,24,,TD,34.5,-84.8,25,1010,1977-09-08T00:00:00
AL061977,BABE,24,,TD,34.6,-83.9,25,-999,1977-09-08T06:00:00
AL061977,BABE,24,,TD,34.7,-82.6,25,-999,1977-09-08T12:00:00
AL061977,BABE,24,,TD,34.8,-81.3,25,-999,1977-09-08T18:00:00
AL061977,BABE,24,,TD,34.8,-80.2,25,1012,1977-09-09T00:00:00
AL071977,CLARA,27,,TD,32.8,-80.0,20,1015,1977-09-05T12:00:00
AL071977,CLARA,27,,TD,33.2,-79.0,20,1014,1977-09-05T18:00:00
AL071977,CLARA,27,,TD,33.6,-78.2,20,1013,1977-09-06T00:00:00
AL071977,CLARA,27,,TD,33.8,-77.6,25,1012,1977-09-06T06:00:00
AL071977,CLARA,27,,TD,34.0,-77.0,25,1011,1977-09-06T12:00:00
AL071977,CLARA,27,,TD,34.2,-76.4,25,1010,1977-09-06T18:00:00
AL071977,CLARA,27,,TD,34.4,-75.8,30,1010,1977-09-07T00:00:00
AL071977,CLARA,27,,TD,34.6,-75.0,30,1010,1977-09-07T06:00:00
AL071977,CLARA,27,,TD,34.7,-74.3,30,1010,1977-09-07T12:00:00
AL071977,CLARA,27,,TD,34.9,-73.0,30,1010,1977-09-07T18:00:00
AL071977,CLARA,27,,TS,35.1,-71.7,35,1006,1977-09-08T00:00:00
AL071977,CLARA,27,,TS,35.3,-69.7,45,1001,1977-09-08T06:00:00
AL071977,CLARA,27,,HU,35.5,-67.7,65,993,1977-09-08T12:00:00
AL071977,CLARA,27,,HU,35.6,-66.2,65,994,1977-09-08T18:00:00
AL071977,CLARA,27,,HU,35.5,-64.6,65,998,1977-09-09T00:00:00
AL071977,CLARA,27,,TS,34.8,-63.5,60,1000,1977-09-09T06:00:00
AL071977,CLARA,27,,TS,34.0,-62.8,55,999,1977-09-09T12:00:00
AL071977,CLARA,27,,TS,33.4,-62.8,50,1001,1977-09-09T18:00:00
AL071977,CLARA,27,,TS,32.8,-63.2,45,1000,1977-09-10T00:00:00
AL071977,CLARA,27,,TS,32.8,-63.6,40,1000,1977-09-10T06:00:00
AL071977,CLARA,27,,TS,33.0,-63.8,45,1001,1977-09-10T12:00:00
AL071977,CLARA,27,,TS,33.5,-63.7,45,1001,1977-09-10T18:00:00
AL071977,CLARA,27,,TS,34.2,-63.2,45,1002,1977-09-11T00:00:00
AL071977,CLARA,27,,TS,34.8,-62.5,45,1002,1977-09-11T06:00:00
AL071977,CLARA,27,,EX,36.0,-61.5,45,1001,1977-09-11T12:00:00
AL071977,CLARA,27,,EX,38.0,-59.8,45,1001,1977-09-11T18:00:00
AL071977,CLARA,27,,EX,40.5,-57.5,45,1001,1977-09-12T00:00:00
AL081977,UNNAMED,9,,TD,10.0,-35.5,20,-999,1977-09-17T12:00:00
AL081977,UNNAMED,9,,TD,10.0,-36.7,25,-999,1977-09-17T18:00:00
AL081977,UNNAMED,9,,TD,10.0,-38.0,25,-999,1977-09-18T00:00:00
AL081977,UNNAMED,9,,TD,10.0,-39.2,25,-999,1977-09-18T06:00:00
AL081977,UNNAMED,9,,TD,10.0,-40.5,25,-999,1977-09-18T12:00:00
AL081977,UNNAMED,9,,TD,10.0,-41.7,25,-999,1977-09-18T18:00:00
AL081977,UNNAMED,9,,TD,10.0,-42.8,25,-999,1977-09-19T00:00:00
AL081977,UNNAMED,9,,TD,10.0,-43.9,20,-999,1977-09-19T06:00:00
AL081977,UNNAMED,9,,TD,10.0,-45.0,20,-999,1977-09-19T12:00:00
AL091977,UNNAMED,5,,TD,20.0,-95.0,20,-999,1977-09-22T12:00:00
AL091977,UNNAMED,5,,TD,20.5,-95.8,25,-999,1977-09-22T18:00:00
AL091977,UNNAMED,5,,TD,21.0,-96.5,25,-999,1977-09-23T00:00:00
AL091977,UNNAMED,5,,TD,21.5,-97.2,25,-999,1977-09-23T06:00:00
AL091977,UNNAMED,5,,TD,22.0,-98.0,-99,-999,1977-09-23T12:00:00
AL101977,DOROTHY,15,,TD,28.5,-71.5,20,1010,1977-09-26T18:00:00
AL101977,DOROTHY,15,,TD,29.5,-69.8,20,1009,1977-09-27T00:00:00
AL101977,DOROTHY,15,,TD,30.2,-67.9,30,1005,1977-09-27T06:00:00
AL101977,DOROTHY,15,,TS,30.9,-65.8,40,1002,1977-09-27T12:00:00
AL101977,DOROTHY,15,,TS,31.9,-63.6,45,1000,1977-09-27T18:00:00
AL101977,DOROTHY,15,,TS,33.2,-61.8,50,996,1977-09-28T00:00:00
AL101977,DOROTHY,15,,TS,34.4,-60.8,60,992,1977-09-28T06:00:00
AL101977,DOROTHY,15,,HU,35.5,-59.7,65,988,1977-09-28T12:00:00
AL101977,DOROTHY,15,,HU,37.0,-58.8,70,984,1977-09-28T18:00:00
AL101977,DOROTHY,15,,HU,38.3,-57.0,75,980,1977-09-29T00:00:00
AL101977,DOROTHY,15,,HU,40.0,-55.5,70,984,1977-09-29T06:00:00
AL101977,DOROTHY,15,,HU,42.0,-54.0,65,988,1977-09-29T12:00:00
AL101977,DOROTHY,15,,EX,44.5,-53.0,60,990,1977-09-29T18:00:00
AL101977,DOROTHY,15,,EX,47.0,-51.0,50,995,1977-09-30T00:00:00
AL101977,DOROTHY,15,,EX,49.5,-48.5,45,1000,1977-09-30T06:00:00
AL111977,UNNAMED,9,,TD,10.0,-46.0,20,-999,1977-10-01T12:00:00
AL111977,UNNAMED,9,,TD,10.3,-47.2,25,-999,1977-10-01T18:00:00
AL111977,UNNAMED,9,,TD,10.5,-48.5,25,-999,1977-10-02T00:00:00
AL111977,UNNAMED,9,,TD,10.7,-49.8,25,-999,1977-10-02T06:00:00
AL111977,UNNAMED,9,,TD,11.0,-51.0,30,-999,1977-10-02T12:00:00
AL111977,UNNAMED,9,,TD,11.3,-52.2,30,-999,1977-10-02T18:00:00
AL111977,UNNAMED,9,,TD,11.5,-53.5,25,-999,1977-10-03T00:00:00
AL111977,UNNAMED,9,,TD,11.8,-54.8,25,-999,1977-10-03T06:00:00
AL111977,UNNAMED,9,,TD,12.0,-56.0,20,-999,1977-10-03T12:00:00
AL121977,UNNAMED,9,,TD,27.5,-43.0,20,-999,1977-10-03T12:00:00
AL121977,UNNAMED,9,,TD,27.8,-43.2,25,-999,1977-10-03T18:00:00
AL121977,UNNAMED,9,,TD,28.2,-43.2,25,-999,1977-10-04T00:00:00
AL121977,UNNAMED,9,,TD,28.6,-43.3,30,-999,1977-10-04T06:00:00
AL121977,UNNAMED,9,,TD,29.0,-43.5,30,-999,1977-10-04T12:00:00
AL121977,UNNAMED,9,,TD,29.5,-44.8,30,-999,1977-10-04T18:00:00
AL121977,UNNAMED,9,,TD,30.0,-46.2,25,-999,1977-10-05T00:00:00
AL121977,UNNAMED,9,,TD,30.5,-47.6,25,-999,1977-10-05T06:00:00
AL121977,UNNAMED,9,,TD,31.0,-49.0,20,-999,1977-10-05T12:00:00
AL131977,EVELYN,10,,TD,26.9,-62.9,30,1010,1977-10-13T18:00:00
AL131977,EVELYN,10,,TD,29.0,-64.0,30,1008,1977-10-14T00:00:00
AL131977,EVELYN,10,,TS,30.9,-64.9,35,1005,1977-10-14T06:00:00
AL131977,EVELYN,10,,TS,33.0,-64.9,40,1002,1977-10-14T12:00:00
AL131977,EVELYN,10,,TS,35.9,-64.4,50,999,1977-10-14T18:00:00
AL131977,EVELYN,10,,HU,39.2,-63.3,65,994,1977-10-15T00:00:00
AL131977,EVELYN,10,,HU,42.4,-61.5,70,996,1977-10-15T06:00:00
AL131977,EVELYN,10,,HU,45.5,-60.1,70,998,1977-10-15T12:00:00
AL131977,EVELYN,10,,HU,47.4,-59.2,70,999,1977-10-15T18:00:00
AL131977,EVELYN,10,,EX,49.1,-58.3,45,1000,1977-10-16T00:00:00
AL141977,FRIEDA,10,,TD,17.3,-83.2,25,1011,1977-10-16T18:00:00
AL141977,FRIEDA,10,,TD,17.3,-83.4,30,1010,1977-10-17T00:00:00
AL141977,FRIEDA,10,,TD,17.3,-83.6,30,1009,1977-10-17T06:00:00
AL141977,FRIEDA,10,,TS,17.2,-83.9,40,1008,1977-10-17T12:00:00
AL141977,FRIEDA,10,,TS,17.2,-84.4,45,1007,1977-10-17T18:00:00
AL141977,FRIEDA,10,,TS,17.3,-85.0,50,1006,1977-10-18T00:00:00
AL141977,FRIEDA,10,,TS,17.4,-85.8,40,1005,1977-10-18T06:00:00
AL141977,FRIEDA,10,,TD,17.5,-86.6,30,1006,1977-10-18T12:00:00
AL141977,FRIEDA,10,,TD,17.6,-87.4,25,1008,1977-10-18T18:00:00
AL141977,FRIEDA,10,,TD,17.6,-88.3,20,1010,1977-10-19T00:00:00
AL151977,UNNAMED,6,,TD,25.5,-95.5,20,-999,1977-10-24T12:00:00
AL151977,UNNAMED,6,,TD,26.5,-94.2,25,-999,1977-10-24T18:00:00
AL151977,UNNAMED,6,,TD,27.5,-92.8,30,-999,1977-10-25T00:00:00
AL151977,UNNAMED,6,,TD,28.5,-91.4,30,-999,1977-10-25T06:00:00
AL151977,UNNAMED,6,,TD,29.5,-90.0,25,-999,1977-10-25T12:00:00
AL151977,UNNAMED,6,,TD,30.5,-88.6,-99,-999,1977-10-25T18:00:00
AL011978,UNNAMED,19,,SD,22.0,-44.0,25,1013,1978-01-18T12:00:00
AL011978,UNNAMED,19,,SD,22.5,-45.0,25,-999,1978-01-18T18:00:00
AL011978,UNNAMED,19,,SD,23.0,-46.0,30,-999,1978-01-19T00:00:00
AL011978,UNNAMED,19,,SD,23.3,-46.7,30,-999,1978-01-19T06:00:00
AL011978,UNNAMED,19,,SS,23.5,-47.6,35,1008,1978-01-19T12:00:00
AL011978,UNNAMED,19,,SS,23.8,-48.3,35,-999,1978-01-19T18:00:00
AL011978,UNNAMED,19,,SS,24.0,-49.5,35,1005,1978-01-20T00:00:00
AL011978,UNNAMED,19,,SS,23.9,-50.5,35,-999,1978-01-20T06:00:00
AL011978,UNNAMED,19,,SS,23.3,-52.0,40,1002,1978-01-20T12:00:00
AL011978,UNNAMED,19,,SS,22.9,-53.5,40,-999,1978-01-20T18:00:00
AL011978,UNNAMED,19,,SS,22.8,-54.8,40,-999,1978-01-21T00:00:00
AL011978,UNNAMED,19,,SS,22.7,-56.0,40,-999,1978-01-21T06:00:00
AL011978,UNNAMED,19,,SS,22.6,-57.3,40,-999,1978-01-21T12:00:00
AL011978,UNNAMED,19,,SS,22.4,-58.8,40,1003,1978-01-21T18:00:00
AL011978,UNNAMED,19,,SS,22.0,-59.8,35,-999,1978-01-22T00:00:00
AL011978,UNNAMED,19,,SS,21.7,-60.8,35,-999,1978-01-22T06:00:00
AL011978,UNNAMED,19,,SD,21.4,-61.8,30,-999,1978-01-22T12:00:00
AL011978,UNNAMED,19,,SD,21.0,-62.9,25,1010,1978-01-22T18:00:00
AL011978,UNNAMED,19,,SD,21.0,-64.0,25,-999,1978-01-23T00:00:00
AL021978,UNNAMED,6,,TD,25.2,-86.5,20,-999,1978-06-21T12:00:00
AL021978,UNNAMED,6,,TD,25.6,-85.8,25,-999,1978-06-21T18:00:00
AL021978,UNNAMED,6,,TD,26.0,-85.0,25,-999,1978-06-22T00:00:00
AL021978,UNNAMED,6,,TD,26.2,-84.5,25,-999,1978-06-22T06:00:00
AL021978,UNNAMED,6,,TD,26.4,-84.0,20,-999,1978-06-22T12:00:00
AL021978,UNNAMED,6,,TD,26.6,-83.5,-99,-999,1978-06-22T18:00:00
AL031978,UNNAMED,9,,TD,15.5,-27.5,20,-999,1978-07-10T12:00:00
AL031978,UNNAMED,9,,TD,15.5,-29.7,25,-999,1978-07-10T18:00:00
AL031978,UNNAMED,9,,TD,15.5,-32.0,25,-999,1978-07-11T00:00:00
AL031978,UNNAMED,9,,TD,15.5,-34.0,30,-999,1978-07-11T06:00:00
AL031978,UNNAMED,9,,TD,15.5,-36.0,30,-999,1978-07-11T12:00:00
AL031978,UNNAMED,9,,TD,15.5,-38.0,30,-999,1978-07-11T18:00:00
AL031978,UNNAMED,9,,TD,15.5,-40.0,25,-999,1978-07-12T00:00:00
AL031978,UNNAMED,9,,TD,15.0,-42.0,25,-999,1978-07-12T06:00:00
AL031978,UNNAMED,9,,TD,14.5,-44.0,20,-999,1978-07-12T12:00:00
