identifier,name,num_pts,record_id,status,latitude,longitude,max_wind,min_pressure,datetime
AL041978,AMELIA,6,,TD,25.7,-97.0,30,1006,1978-07-30T18:00:00
AL041978,AMELIA,6,,TS,26.4,-97.4,45,1005,1978-07-31T00:00:00
AL041978,AMELIA,6,,TS,27.2,-97.8,40,1007,1978-07-31T06:00:00
AL041978,AMELIA,6,,TS,28.0,-98.2,35,1008,1978-07-31T12:00:00
AL041978,AMELIA,6,,TD,28.6,-98.7,30,1010,1978-07-31T18:00:00
AL041978,AMELIA,6,,TD,29.3,-99.2,25,1010,1978-08-01T00:00:00
AL051978,BESS,13,,TD,25.3,-90.4,20,1012,1978-08-05T12:00:00
AL051978,BESS,13,,TD,25.1,-91.0,20,1012,1978-08-05T18:00:00
AL051978,BESS,13,,TD,24.8,-91.8,25,1011,1978-08-06T00:00:00
AL051978,BESS,13,,TD,24.5,-92.5,30,1010,1978-08-06T06:00:00
AL051978,BESS,13,,TD,24.2,-93.3,30,1009,1978-08-06T12:00:00
AL051978,BESS,13,,TS,23.9,-94.0,35,1008,1978-08-06T18:00:00
AL051978,BESS,13,,TS,23.3,-95.0,40,1007,1978-08-07T00:00:00
AL051978,BESS,13,,TS,22.8,-95.7,40,1006,1978-08-07T06:00:00
AL051978,BESS,13,,TS,22.2,-96.2,40,1005,1978-08-07T12:00:00
AL051978,BESS,13,,TS,21.6,-96.6,45,1006,1978-08-07T18:00:00
AL051978,BESS,13,,TS,21.1,-96.8,45,1007,1978-08-08T00:00:00
AL051978,BESS,13,,TS,20.4,-96.9,40,1008,1978-08-08T06:00:00
AL051978,BESS,13,,TD,20.0,-97.0,25,1010,1978-08-08T12:00:00
AL061978,CORA,19,,TD,13.0,-35.0,25,1010,1978-08-07T12:00:00
AL061978,CORA,19,,TD,13.4,-36.2,25,1010,1978-08-07T18:00:00
AL061978,CORA,19,,TD,13.8,-37.8,25,1009,1978-08-08T00:00:00
AL061978,CORA,19,,TD,13.9,-39.6,30,1008,1978-08-08T06:00:00
AL061978,CORA,19,,TS,14.0,-41.5,50,1003,1978-08-08T12:00:00
AL061978,CORA,19,,HU,14.0,-43.2,65,990,1978-08-08T18:00:00
AL061978,CORA,19,,HU,14.0,-44.9,80,980,1978-08-09T00:00:00
AL061978,CORA,19,,HU,13.9,-46.8,80,980,1978-08-09T06:00:00
AL061978,CORA,19,,HU,13.6,-48.6,70,988,1978-08-09T12:00:00
AL061978,CORA,19,,HU,13.2,-50.6,65,998,1978-08-09T18:00:00
AL061978,CORA,19,,TS,12.8,-52.8,60,1006,1978-08-10T00:00:00
AL061978,CORA,19,,TS,12.4,-54.8,55,1007,1978-08-10T06:00:00
AL061978,CORA,19,,TS,12.2,-56.8,55,1007,1978-08-10T12:00:00
AL061978,CORA,19,,TS,12.1,-58.8,50,1008,1978-08-10T18:00:00
AL061978,CORA,19,,TS,12.0,-60.9,45,1008,1978-08-11T00:00:00
AL061978,CORA,19,,TS,12.0,-62.8,35,1008,1978-08-11T06:00:00
AL061978,CORA,19,,TD,12.1,-64.8,30,1008,1978-08-11T12:00:00
AL061978,CORA,19,,TD,12.1,-66.8,30,1009,1978-08-11T18:00:00
AL061978,CORA,19,,TD,12.2,-68.8,30,1010,1978-08-12T00:00:00
AL071978,UNNAMED,18,,TD,13.0,-52.5,20,-999,1978-08-07T12:00:00
AL071978,UNNAMED,18,,TD,13.0,-54.5,25,-999,1978-08-07T18:00:00
AL071978,UNNAMED,18,,TD,13.0,-56.5,25,-999,1978-08-08T00:00:00
AL071978,UNNAMED,18,,TD,13.0,-58.5,25,-999,1978-08-08T06:00:00
AL071978,UNNAMED,18,,TD,13.0,-60.5,30,-999,1978-08-08T12:00:00
AL071978,UNNAMED,18,,TD,13.0,-62.5,30,-999,1978-08-08T18:00:00
AL071978,UNNAMED,18,,TD,13.0,-64.5,30,-999,1978-08-09T00:00:00
AL071978,UNNAMED,18,,TD,13.0,-66.3,30,-999,1978-08-09T06:00:00
AL071978,UNNAMED,18,,TD,13.0,-68.0,30,-999,1978-08-09T12:00:00
AL071978,UNNAMED,18,,TD,13.0,-70.0,25,-999,1978-08-09T18:00:00
AL071978,UNNAMED,18,,TD,13.0,-72.0,25,-999,1978-08-10T00:00:00
AL071978,UNNAMED,18,,TD,12.9,-74.0,25,-999,1978-08-10T06:00:00
AL071978,UNNAMED,18,,TD,12.8,-76.0,25,-999,1978-08-10T12:00:00
AL071978,UNNAMED,18,,TD,12.7,-77.5,20,-999,1978-08-10T18:00:00
AL071978,UNNAMED,18,,TD,12.5,-79.0,20,-999,1978-08-11T00:00:00
AL071978,UNNAMED,18,,TD,12.3,-80.7,20,-999,1978-08-11T06:00:00
AL071978,UNNAMED,18,,TD,12.0,-82.5,20,-999,1978-08-11T12:00:00
AL071978,UNNAMED,18,,TD,11.8,-84.0,-99,-999,1978-08-11T18:00:00
AL081978,UNNAMED,6,,TD,26.5,-90.0,20,-999,1978-08-09T12:00:00
AL081978,UNNAMED,6,,TD,27.0,-90.0,25,-999,1978-08-09T18:00:00
AL081978,UNNAMED,6,,TD,27.6,-89.9,25,-999,1978-08-10T00:00:00
AL081978,UNNAMED,6,,TD,28.2,-89.7,25,-999,1978-08-10T06:00:00
AL081978,UNNAMED,6,,TD,28.8,-89.5,25,-999,1978-08-10T12:00:00
AL081978,UNNAMED,6,,TD,29.4,-89.2,-99,-999,1978-08-10T18:00:00
AL091978,DEBRA,14,,TD,23.4,-88.4,25,1010,1978-08-26T12:00:00
AL091978,DEBRA,14,,TD,24.2,-89.5,25,-999,1978-08-26T18:00:00
AL091978,DEBRA,14,,TD,24.4,-90.4,25,-999,1978-08-27T00:00:00
AL091978,DEBRA,14,,TD,24.5,-91.4,25,1008,1978-08-27T06:00:00
AL091978,DEBRA,14,,TD,24.6,-92.3,25,-999,1978-08-27T12:00:00
AL091978,DEBRA,14,,TD,25.1,-93.1,25,-999,1978-08-27T18:00:00
AL091978,DEBRA,14,,TD,25.8,-93.8,25,1006,1978-08-28T00:00:00
AL091978,DEBRA,14,,TD,26.8,-94.3,25,-999,1978-08-28T06:00:00
AL091978,DEBRA,14,,TD,27.8,-94.3,30,-999,1978-08-28T12:00:00
AL091978,DEBRA,14,,TS,28.7,-94.1,40,1002,1978-08-28T18:00:00
AL091978,DEBRA,14,,TS,29.6,-93.6,50,1000,1978-08-29T00:00:00
AL091978,DEBRA,14,,TD,30.7,-93.3,30,-999,1978-08-29T06:00:00
AL091978,DEBRA,14,,TD,32.0,-93.0,30,1002,1978-08-29T12:00:00
AL091978,DEBRA,14,,TD,34.2,-92.7,15,1005,1978-08-29T18:00:00
AL101978,ELLA,27,,TD,26.2,-59.7,20,1012,1978-08-30T00:00:00
AL101978,ELLA,27,,TD,26.5,-60.8,20,1011,1978-08-30T06:00:00
AL101978,ELLA,27,,TD,27.0,-62.0,30,1010,1978-08-30T12:00:00
AL101978,ELLA,27,,TS,27.3,-63.1,40,1005,1978-08-30T18:00:00
AL101978,ELLA,27,,TS,27.6,-64.2,50,1000,1978-08-31T00:00:00
AL101978,ELLA,27,,TS,28.2,-65.9,55,993,1978-08-31T06:00:00
AL101978,ELLA,27,,TS,28.8,-67.6,60,986,1978-08-31T12:00:00
AL101978,ELLA,27,,HU,29.3,-68.8,70,980,1978-08-31T18:00:00
AL101978,ELLA,27,,HU,29.6,-70.0,90,978,1978-09-01T00:00:00
AL101978,ELLA,27,,HU,30.1,-71.1,100,975,1978-09-01T06:00:00
AL101978,ELLA,27,,HU,30.7,-71.8,110,970,1978-09-01T12:00:00
AL101978,ELLA,27,,HU,31.1,-72.3,110,960,1978-09-01T18:00:00
AL101978,ELLA,27,,HU,31.2,-72.7,105,960,1978-09-02T00:00:00
AL101978,ELLA,27,,HU,31.4,-73.1,100,977,1978-09-02T06:00:00
AL101978,ELLA,27,,HU,31.6,-73.3,80,981,1978-09-02T12:00:00
AL101978,ELLA,27,,HU,31.9,-73.0,70,983,1978-09-02T18:00:00
AL101978,ELLA,27,,HU,32.3,-72.8,70,983,1978-09-03T00:00:00
AL101978,ELLA,27,,HU,33.0,-72.4,80,981,1978-09-03T06:00:00
AL101978,ELLA,27,,HU,33.8,-71.7,85,976,1978-09-03T12:00:00
AL101978,ELLA,27,,HU,35.0,-70.2,95,970,1978-09-03T18:00:00
AL101978,ELLA,27,,HU,36.2,-68.3,110,962,1978-09-04T00:00:00
AL101978,ELLA,27,,HU,38.0,-66.0,115,958,1978-09-04T06:00:00
AL101978,ELLA,27,,HU,40.0,-63.0,120,956,1978-09-04T12:00:00
AL101978,ELLA,27,,HU,42.5,-59.5,115,956,1978-09-04T18:00:00
AL101978,ELLA,27,,HU,45.0,-55.0,105,960,1978-09-05T00:00:00
AL101978,ELLA,27,,HU,47.2,-50.2,80,975,1978-09-05T06:00:00
AL101978,ELLA,27,,HU,49.0,-45.0,65,980,1978-09-05T12:00:00
AL111978,UNNAMED,9,,TD,27.8,-91.0,20,-999,1978-08-30T12:00:00
AL111978,UNNAMED,9,,TD,27.8,-90.3,25,-999,1978-08-30T18:00:00
AL111978,UNNAMED,9,,TD,27.9,-89.6,30,-999,1978-08-31T00:00:00
AL111978,UNNAMED,9,,TD,27.9,-88.9,30,-999,1978-08-31T06:00:00
AL111978,UNNAMED,9,,TD,28.0,-88.2,30,-999,1978-08-31T12:00:00
AL111978,UNNAMED,9,,TD,28.0,-87.6,25,-999,1978-08-31T18:00:00
AL111978,UNNAMED,9,,TD,28.0,-87.1,25,-999,1978-09-01T00:00:00
AL111978,UNNAMED,9,,TD,28.0,-86.6,20,-999,1978-09-01T06:00:00
AL111978,UNNAMED,9,,TD,28.0,-86.0,20,-999,1978-09-01T12:00:00
AL121978,UNNAMED,33,,TD,14.0,-16.0,20,-999,1978-09-03T12:00:00
AL121978,UNNAMED,33,,TD,13.9,-17.1,20,-999,1978-09-03T18:00:00
AL121978,UNNAMED,33,,TD,13.7,-18.2,25,-999,1978-09-04T00:00:00
AL121978,UNNAMED,33,,TD,13.6,-19.3,25,-999,1978-09-04T06:00:00
AL121978,UNNAMED,33,,TD,13.5,-20.5,25,-999,1978-09-04T12:00:00
AL121978,UNNAMED,33,,TD,13.5,-22.1,30,-999,1978-09-04T18:00:00
AL121978,UNNAMED,33,,TD,13.4,-23.7,30,-999,1978-09-05T00:00:00
AL121978,UNNAMED,33,,TD,13.3,-25.3,30,-999,1978-09-05T06:00:00
AL121978,UNNAMED,33,,TD,13.2,-27.0,30,-999,1978-09-05T12:00:00
AL121978,UNNAMED,33,,TD,13.4,-28.1,30,-999,1978-09-05T18:00:00
AL121978,UNNAMED,33,,TD,13.6,-29.3,30,-999,1978-09-06T00:00:00
AL121978,UNNAMED,33,,TD,13.8,-30.9,30,-999,1978-09-06T06:00:00
AL121978,UNNAMED,33,,TD,14.0,-32.5,30,-999,1978-09-06T12:00:00
AL121978,UNNAMED,33,,TD,14.6,-33.3,30,-999,1978-09-06T18:00:00
AL121978,UNNAMED,33,,TD,15.2,-34.2,30,-999,1978-09-07T00:00:00
AL121978,UNNAMED,33,,TD,15.8,-35.1,30,-999,1978-09-07T06:00:00
AL121978,UNNAMED,33,,TD,16.5,-36.0,30,-999,1978-09-07T12:00:00
AL121978,UNNAMED,33,,TD,17.3,-37.0,30,-999,1978-09-07T18:00:00
AL121978,UNNAMED,33,,TD,18.2,-38.0,30,-999,1978-09-08T00:00:00
AL121978,UNNAMED,33,,TD,19.1,-39.0,30,-999,1978-09-08T06:00:00
AL121978,UNNAMED,33,,TD,20.0,-40.0,25,-999,1978-09-08T12:00:00
AL121978,UNNAMED,33,,TD,21.0,-40.5,25,-999,1978-09-08T18:00:00
AL121978,UNNAMED,33,,TD,22.0,-41.0,25,-999,1978-09-09T00:00:00
AL121978,UNNAMED,33,,TD,23.0,-41.5,25,-999,1978-09-09T06:00:00
AL121978,UNNAMED,33,,TD,24.0,-42.0,25,-999,1978-09-09T12:00:00
AL121978,UNNAMED,33,,TD,25.1,-42.0,25,-999,1978-09-09T18:00:00
AL121978,UNNAMED,33,,TD,26.2,-42.0,25,-999,1978-09-10T00:00:00
AL121978,UNNAMED,33,,TD,27.3,-42.0,25,-999,1978-09-10T06:00:00
AL121978,UNNAMED,33,,TD,28.5,-42.0,20,-999,1978-09-10T12:00:00
AL121978,UNNAMED,33,,TD,29.8,-41.3,20,-999,1978-09-10T18:00:00
AL121978,UNNAMED,33,,TD,31.0,-40.5,20,-999,1978-09-11T00:00:00
AL121978,UNNAMED,33,,TD,32.3,-39.7,20,-999,1978-09-11T06:00:00
AL121978,UNNAMED,33,,TD,37.5,-39.0,20,-999,1978-09-11T12:00:00
AL131978,FLOSSIE,50,,TD,12.0,-39.0,25,1006,1978-09-04T00:00:00
AL131978,FLOSSIE,50,,TD,13.0,-40.0,30,-999,1978-09-04T06:00:00
AL131978,FLOSSIE,50,,TS,14.2,-41.2,35,-999,1978-09-04T12:00:00
AL131978,FLOSSIE,50,,TS,15.5,-42.9,35,-999,1978-09-04T18:00:00
AL131978,FLOSSIE,50,,TS,16.7,-44.8,35,-999,1978-09-05T00:00:00
AL131978,FLOSSIE,50,,TS,17.8,-46.4,35,-999,1978-09-05T06:00:00
AL131978,FLOSSIE,50,,TS,18.9,-47.9,35,-999,1978-09-05T12:00:00
AL131978,FLOSSIE,50,,TS,20.3,-49.5,35,-999,1978-09-05T18:00:00
AL131978,FLOSSIE,50,,TS,21.2,-51.2,35,-999,1978-09-06T00:00:00
AL131978,FLOSSIE,50,,TS,22.0,-53.2,35,-999,1978-09-06T06:00:00
AL131978,FLOSSIE,50,,TS,22.1,-55.1,35,-999,1978-09-06T12:00:00
AL131978,FLOSSIE,50,,TS,21.8,-56.8,40,1003,1978-09-06T18:00:00
AL131978,FLOSSIE,50,,TS,21.7,-58.0,40,-999,1978-09-07T00:00:00
AL131978,FLOSSIE,50,,TS,21.8,-59.0,40,-999,1978-09-07T06:00:00
AL131978,FLOSSIE,50,,TS,22.2,-60.0,40,1001,1978-09-07T12:00:00
AL131978,FLOSSIE,50,,TS,22.3,-61.2,40,-999,1978-09-07T18:00:00
AL131978,FLOSSIE,50,,TS,22.6,-62.0,40,-999,1978-09-08T00:00:00
AL131978,FLOSSIE,50,,TS,23.5,-62.0,35,1005,1978-09-08T06:00:00
AL131978,FLOSSIE,50,,TS,24.3,-61.1,35,-999,1978-09-08T12:00:00
AL131978,FLOSSIE,50,,TD,25.0,-60.5,30,1008,1978-09-08T18:00:00
AL131978,FLOSSIE,50,,TD,25.7,-59.9,30,-999,1978-09-09T00:00:00
AL131978,FLOSSIE,50,,TD,26.4,-59.2,25,1010,1978-09-09T06:00:00
AL131978,FLOSSIE,50,,TD,27.2,-58.3,25,-999,1978-09-09T12:00:00
AL131978,FLOSSIE,50,,TD,27.7,-57.3,25,-999,1978-09-09T18:00:00
AL131978,FLOSSIE,50,,TD,28.2,-56.1,25,-999,1978-09-10T00:00:00
AL131978,FLOSSIE,50,,TD,28.6,-54.8,30,1008,1978-09-10T06:00:00
AL131978,FLOSSIE,50,,TD,28.7,-53.4,30,-999,1978-09-10T12:00:00
AL131978,FLOSSIE,50,,TD,29.1,-52.0,30,-999,1978-09-10T18:00:00
AL131978,FLOSSIE,50,,TS,29.2,-50.5,35,1005,1978-09-11T00:00:00
AL131978,FLOSSIE,50,,TS,29.9,-49.1,45,1001,1978-09-11T06:00:00
AL131978,FLOSSIE,50,,TS,30.7,-47.5,55,998,1978-09-11T12:00:00
AL131978,FLOSSIE,50,,TS,31.0,-45.7,55,-999,1978-09-11T18:00:00
AL131978,FLOSSIE,50,,TS,31.3,-44.7,60,995,1978-09-12T00:00:00
AL131978,FLOSSIE,50,,HU,31.4,-44.0,65,992,1978-09-12T06:00:00
AL131978,FLOSSIE,50,,HU,31.6,-43.5,75,985,1978-09-12T12:00:00
AL131978,FLOSSIE,50,,HU,31.7,-43.0,80,980,1978-09-12T18:00:00
AL131978,FLOSSIE,50,,HU,31.8,-42.9,85,976,1978-09-13T00:00:00
AL131978,FLOSSIE,50,,HU,32.1,-43.0,85,-999,1978-09-13T06:00:00
AL131978,FLOSSIE,50,,HU,32.6,-43.0,85,-999,1978-09-13T12:00:00
AL131978,FLOSSIE,50,,HU,33.6,-43.1,75,985,1978-09-13T18:00:00
AL131978,FLOSSIE,50,,HU,34.6,-43.1,75,-999,1978-09-14T00:00:00
AL131978,FLOSSIE,50,,HU,35.9,-42.9,75,-999,1978-09-14T06:00:00
AL131978,FLOSSIE,50,,HU,37.4,-41.9,75,-999,1978-09-14T12:00:00
AL131978,FLOSSIE,50,,HU,39.3,-40.6,75,-999,1978-09-14T18:00:00
AL131978,FLOSSIE,50,,HU,40.9,-38.5,75,-999,1978-09-15T00:00:00
AL131978,FLOSSIE,50,,HU,43.1,-35.9,65,992,1978-09-15T06:00:00
AL131978,FLOSSIE,50,,TS,45.7,-32.8,55,998,1978-09-15T12:00:00
AL131978,FLOSSIE,50,,TS,47.7,-29.4,50,-999,1978-09-15T18:00:00
AL131978,FLOSSIE,50,,EX,49.8,-24.3,45,1000,1978-09-16T00:00:00
AL131978,FLOSSIE,50,,EX,51.5,-19.0,45,-999,1978-09-16T06:00:00
AL141978,UNNAMED,10,,TD,23.0,-94.0,20,-999,1978-09-08T12:00:00
AL141978,UNNAMED,10,,TD,23.3,-94.5,25,-999,1978-09-08T18:00:00
AL141978,UNNAMED,10,,TD,23.5,-95.0,25,-999,1978-09-09T00:00:00
AL141978,UNNAMED,10,,TD,23.8,-95.5,30,-999,1978-09-09T06:00:00
AL141978,UNNAMED,10,,TD,24.0,-96.0,30,-999,1978-09-09T12:00:00
AL141978,UNNAMED,10,,TD,23.9,-96.5,30,-999,1978-09-09T18:00:00
AL141978,UNNAMED,10,,TD,23.7,-97.0,30,-999,1978-09-10T00:00:00
AL141978,UNNAMED,10,,TD,23.6,-97.5,25,-999,1978-09-10T06:00:00
AL141978,UNNAMED,10,,TD,23.5,-98.0,20,-999,1978-09-10T12:00:00
AL141978,UNNAMED,10,,TD,24.0,-98.5,-99,-999,1978-09-10T18:00:00
AL151978,HOPE,39,,SD,29.8,-80.0,25,1012,1978-09-12T00:00:00
AL151978,HOPE,39,,SD,30.3,-79.3,25,-999,1978-09-12T06:00:00
AL151978,HOPE,39,,SD,30.9,-78.6,25,1010,1978-09-12T12:00:00
AL151978,HOPE,39,,SD,31.2,-77.7,25,-999,1978-09-12T18:00:00
AL151978,HOPE,39,,SD,31.1,-76.5,25,1010,1978-09-13T00:00:00
AL151978,HOPE,39,,SD,31.2,-75.2,25,-999,1978-09-13T06:00:00
AL151978,HOPE,39,,SD,31.8,-74.2,25,1009,1978-09-13T12:00:00
AL151978,HOPE,39,,SD,32.3,-73.1,25,-999,1978-09-13T18:00:00
AL151978,HOPE,39,,SD,32.8,-72.1,25,1008,1978-09-14T00:00:00
AL151978,HOPE,39,,SD,33.0,-70.8,25,-999,1978-09-14T06:00:00
AL151978,HOPE,39,,SD,33.2,-68.7,30,1009,1978-09-14T12:00:00
AL151978,HOPE,39,,SD,33.3,-66.2,30,-999,1978-09-14T18:00:00
AL151978,HOPE,39,,SS,32.9,-64.8,35,1008,1978-09-15T00:00:00
AL151978,HOPE,39,,SS,32.0,-62.8,35,-999,1978-09-15T06:00:00
AL151978,HOPE,39,,SS,31.6,-62.1,35,1005,1978-09-15T12:00:00
AL151978,HOPE,39,,SS,31.1,-61.3,35,-999,1978-09-15T18:00:00
AL151978,HOPE,39,,SS,31.0,-60.3,35,1002,1978-09-16T00:00:00
AL151978,HOPE,39,,SS,31.0,-59.2,35,-999,1978-09-16T06:00:00
AL151978,HOPE,39,,SS,31.2,-58.1,35,-999,1978-09-16T12:00:00
AL151978,HOPE,39,,SS,31.7,-57.2,35,-999,1978-09-16T18:00:00
AL151978,HOPE,39,,SS,32.4,-56.0,35,-999,1978-09-17T00:00:00
AL151978,HOPE,39,,TS,33.0,-54.8,40,1000,1978-09-17T06:00:00
AL151978,HOPE,39,,TS,33.8,-53.4,40,-999,1978-09-17T12:00:00
AL151978,HOPE,39,,TS,35.0,-51.8,45,998,1978-09-17T18:00:00
AL151978,HOPE,39,,TS,36.0,-49.9,50,-999,1978-09-18T00:00:00
AL151978,HOPE,39,,TS,37.0,-47.8,50,995,1978-09-18T06:00:00
AL151978,HOPE,39,,TS,38.0,-45.2,50,-999,1978-09-18T12:00:00
AL151978,HOPE,39,,TS,39.1,-43.0,55,990,1978-09-18T18:00:00
AL151978,HOPE,39,,TS,40.1,-40.5,55,-999,1978-09-19T00:00:00
AL151978,HOPE,39,,TS,41.2,-38.5,55,-999,1978-09-19T06:00:00
AL151978,HOPE,39,,TS,42.5,-36.5,55,987,1978-09-19T12:00:00
AL151978,HOPE,39,,TS,44.0,-35.0,55,-999,1978-09-19T18:00:00
AL151978,HOPE,39,,TS,45.5,-33.0,55,990,1978-09-20T00:00:00
AL151978,HOPE,39,,TS,48.2,-30.0,50,-999,1978-09-20T06:00:00
AL151978,HOPE,39,,TS,51.5,-29.5,50,-999,1978-09-20T12:00:00
AL151978,HOPE,39,,TS,54.0,-29.5,50,-999,1978-09-20T18:00:00
AL151978,HOPE,39,,TS,57.0,-30.0,50,995,1978-09-21T00:00:00
AL151978,HOPE,39,,TS,59.5,-28.0,45,-999,1978-09-21T06:00:00
AL151978,HOPE,39,,EX,61.0,-23.0,45,-999,1978-09-21T12:00:00
AL161978,GRETA,26,,TD,11.0,-62.5,25,-999,1978-09-13T18:00:00
AL161978,GRETA,26,,TD,11.5,-64.5,25,-999,1978-09-14T00:00:00
AL161978,GRETA,26,,TD,12.0,-66.0,30,-999,1978-09-14T06:00:00
AL161978,GRETA,26,,TS,12.5,-67.5,35,-999,1978-09-14T12:00:00
AL161978,GRETA,26,,TS,13.0,-69.0,35,1004,1978-09-14T18:00:00
AL161978,GRETA,26,,TS,13.3,-70.4,40,-999,1978-09-15T00:00:00
AL161978,GRETA,26,,TS,13.4,-71.7,40,-999,1978-09-15T06:00:00
AL161978,GRETA,26,,TS,13.5,-73.1,45,-999,1978-09-15T12:00:00
AL161978,GRETA,26,,TS,13.7,-74.2,50,1000,1978-09-15T18:00:00
AL161978,GRETA,26,,TS,13.8,-75.3,55,995,1978-09-16T00:00:00
AL161978,GRETA,26,,TS,13.8,-76.7,60,-999,1978-09-16T06:00:00
AL161978,GRETA,26,,HU,14.0,-77.7,70,989,1978-09-16T12:00:00
AL161978,GRETA,26,,HU,14.3,-78.7,75,-999,1978-09-16T18:00:00
AL161978,GRETA,26,,HU,14.6,-79.6,80,982,1978-09-17T00:00:00
AL161978,GRETA,26,,HU,14.9,-80.5,85,-999,1978-09-17T06:00:00
AL161978,GRETA,26,,HU,15.2,-81.6,90,974,1978-09-17T12:00:00
AL161978,GRETA,26,,HU,15.5,-82.6,95,968,1978-09-17T18:00:00
AL161978,GRETA,26,,HU,15.6,-83.4,110,952,1978-09-18T00:00:00
AL161978,GRETA,26,,HU,15.8,-84.3,115,947,1978-09-18T06:00:00
AL161978,GRETA,26,,HU,16.4,-85.6,105,957,1978-09-18T12:00:00
AL161978,GRETA,26,,HU,16.6,-86.9,100,964,1978-09-18T18:00:00
AL161978,GRETA,26,,HU,17.0,-88.2,95,964,1978-09-19T00:00:00
AL161978,GRETA,26,,TS,17.0,-89.4,50,-999,1978-09-19T06:00:00
AL161978,GRETA,26,,TD,16.7,-90.7,30,-999,1978-09-19T12:00:00
AL161978,GRETA,26,,TD,16.0,-92.0,30,-999,1978-09-19T18:00:00
AL161978,GRETA,26,,TD,15.7,-93.0,30,-999,1978-09-20T00:00:00
AL171978,UNNAMED,45,,TD,13.0,-16.0,20,-999,1978-09-18T12:00:00
AL171978,UNNAMED,45,,TD,12.8,-17.4,20,-999,1978-09-18T18:00:00
AL171978,UNNAMED,45,,TD,12.5,-18.8,25,-999,1978-09-19T00:00:00
AL171978,UNNAMED,45,,TD,12.3,-20.1,25,-999,1978-09-19T06:00:00
AL171978,UNNAMED,45,,TD,12.0,-21.5,30,-999,1978-09-19T12:00:00
AL171978,UNNAMED,45,,TD,12.0,-22.9,30,-999,1978-09-19T18:00:00
AL171978,UNNAMED,45,,TD,12.0,-24.3,30,-999,1978-09-20T00:00:00
AL171978,UNNAMED,45,,TD,12.0,-25.7,30,-999,1978-09-20T06:00:00
AL171978,UNNAMED,45,,TD,12.0,-27.0,30,-999,1978-09-20T12:00:00
AL171978,UNNAMED,45,,TD,12.2,-28.3,30,-999,1978-09-20T18:00:00
AL171978,UNNAMED,45,,TD,12.5,-29.5,30,-999,1978-09-21T00:00:00
AL171978,UNNAMED,45,,TD,12.7,-30.7,30,-999,1978-09-21T06:00:00
AL171978,UNNAMED,45,,TD,13.0,-32.0,30,-999,1978-09-21T12:00:00
AL171978,UNNAMED,45,,TD,13.5,-33.7,30,-999,1978-09-21T18:00:00
AL171978,UNNAMED,45,,TD,14.0,-35.5,30,-999,1978-09-22T00:00:00
AL171978,UNNAMED,45,,TD,14.5,-37.3,30,-999,1978-09-22T06:00:00
AL171978,UNNAMED,45,,TD,15.0,-39.0,30,-999,1978-09-22T12:00:00
AL171978,UNNAMED,45,,TD,15.4,-39.8,30,-999,1978-09-22T18:00:00
AL171978,UNNAMED,45,,TD,15.8,-40.5,30,-999,1978-09-23T00:00:00
AL171978,UNNAMED,45,,TD,16.2,-41.2,30,-999,1978-09-23T06:00:00
AL171978,UNNAMED,45,,TD,16.5,-42.0,30,-999,1978-09-23T12:00:00
AL171978,UNNAMED,45,,TD,16.6,-42.7,30,-999,1978-09-23T18:00:00
AL171978,UNNAMED,45,,TD,16.7,-43.5,30,-999,1978-09-24T00:00:00
AL171978,UNNAMED,45,,TD,16.8,-44.2,30,-999,1978-09-24T06:00:00
AL171978,UNNAMED,45,,TD,17.0,-45.0,30,-999,1978-09-24T12:00:00
AL171978,UNNAMED,45,,TD,17.2,-46.0,30,-999,1978-09-24T18:00:00
AL171978,UNNAMED,45,,TD,17.5,-47.0,30,-999,1978-09-25T00:00:00
AL171978,UNNAMED,45,,TD,17.8,-48.0,30,-999,1978-09-25T06:00:00
AL171978,UNNAMED,45,,TD,18.0,-49.0,30,-999,1978-09-25T12:00:00
AL171978,UNNAMED,45,,TD,18.5,-49.8,30,-999,1978-09-25T18:00:00
AL171978,UNNAMED,45,,TD,19.0,-50.5,30,-999,1978-09-26T00:00:00
AL171978,UNNAMED,45,,TD,19.5,-51.2,30,-999,1978-09-26T06:00:00
AL171978,UNNAMED,45,,TD,20.0,-52.0,30,-999,1978-09-26T12:00:00
AL171978,UNNAMED,45,,TD,20.8,-52.8,30,-999,1978-09-26T18:00:00
AL171978,UNNAMED,45,,TD,21.5,-53.5,30,-999,1978-09-27T00:00:00
AL171978,UNNAMED,45,,TD,22.2,-54.2,30,-999,1978-09-27T06:00:00
AL171978,UNNAMED,45,,TD,23.0,-55.0,30,-999,1978-09-27T12:00:00
AL171978,UNNAMED,45,,TD,23.8,-55.5,25,-999,1978-09-27T18:00:00
AL171978,UNNAMED,45,,TD,24.5,-56.0,25,-999,1978-09-28T00:00:00
AL171978,UNNAMED,45,,TD,25.2,-56.5,25,-999,1978-09-28T06:00:00
AL171978,UNNAMED,45,,TD,26.0,-57.0,25,-999,1978-09-28T12:00:00
AL171978,UNNAMED,45,,TD,27.8,-57.0,25,-999,1978-09-28T18:00:00
AL171978,UNNAMED,45,,TD,29.5,-57.0,20,-999,1978-09-29T00:00:00
AL171978,UNNAMED,45,,TD,31.2,-57.0,20,-999,1978-09-29T06:00:00
AL171978,UNNAMED,45,,TD,33.0,-57.0,20,-999,1978-09-29T12:00:00
AL181978,UNNAMED,9,,TD,20.0,-91.0,20,-999,1978-09-21T12:00:00
